"objectid","2name","name","gis_acres","park_type","address","owner","source_id","source","source_dt","src_notes"
"218","Tiffany Park","Tiffany Park","6.69464800","Local","1713 Elmhurst Av","City of Chula Vista","227","City of Chula Vista","0316"," "
"219","Breezewood Park","Breezewood Park","2.12325036","Local","1091 Breezewood Dr","City of Chula Vista","233","City of Chula Vista","0316"," "
"220","Cottonwood Park","Cottonwood Park","6.71061122","Local","1778 E Palomar St","City of Chula Vista","245","City of Chula Vista","0316"," "
"221","Santa Cora Park","Santa Cora Park","5.62723188","Local","1365 Santa Cora Av","City of Chula Vista","247","City of Chula Vista","0316"," "
"222","Santa Venetia Park","Santa Venetia Park","7.66898165","Local","1500 Magdalena Av","City of Chula Vista","248","City of Chula Vista","0316"," "
"223","All Seasons Park","All Seasons Park","7.60335732","Local","1825 Magdalena Av","City of Chula Vista","251","City of Chula Vista","0316"," "
"224","Mount San Miguel Park","Mount San Miguel Park","20.04441441","Local","2335 Paseo Veracruz","City of Chula Vista","1","City of Chula Vista","0316"," "
"225","Mountain Hawk Park","Mountain Hawk Park","12.86367225","Local","1475 Lake Crest Dr","City of Chula Vista","249","City of Chula Vista","0316"," "
"226","Leucadia Oaks Park","Leucadia Oaks Park","2.63700536","Local","1511 N Vulcan Ave","City of Encinitas","96","City of Encinitas","0216"," "
"227","GROVE PARK","Grove Park","4.54267587","Local","","City of Escondido","8","City of Escondido","0216"," "
"228","MAYFLOWER DOG PARK","Mayflower Dog Park","3.49947905","Local","","City of Escondido","14","City of Escondido","0216"," "
"229","KIT CARSON PARK","Kit Carson Park","268.36947386","Local","","City of Escondido","11","City of Escondido","0216"," "
"230","Teeple Park","Teeple Park","0.71265959","Local","1121 Calla Ave","City of Imperial Beach","1","City of Imperial Beach","0316"," "
"231","Dunes Park","Dunes Park","1.33474901","Local","700 Seacoast Dr","City of Imperial Beach","2","City of Imperial Beach","0316"," "
"232","Veterans Park","Veterans Park","8.44656093","Local","1075 8th St","City of Imperial Beach","3","City of Imperial Beach","0316"," "
"233","Pier Plaza","Pier Plaza","0.95503154","Local","10 Evergreen Ave","City of Imperial Beach","4","City of Imperial Beach","0316"," "
"234","Reama Park","Reama Park","0.67585403","Local","210 Elkwood Ave","City of Imperial Beach","5","City of Imperial Beach","0316"," "
"235","Triangle Park","Triangle Park","0.35615797","Local","Palm Ave and Highway 75","City of Imperial Beach","6","City of Imperial Beach","0316"," "
"236","Sports Park","Sports Park","9.00044741","Local","441 Imperial Beach Blvd","City of Imperial Beach","7","City of Imperial Beach","0316"," "
"237","Serenity Gardens","Serenity Gardens","0.04190587","Local","659 Silver Strand Blvd","City of Imperial Beach","8","City of Imperial Beach","0316"," "
"238","Pocket Park","Pocket Park","0.19790221","Local","Palm Ave and Silver Strand Blvd","City of Imperial Beach","9","City of Imperial Beach","0316"," "
"239","","","0.16836067","Local","3210 MAIN ST","City of Lemon Grove","4801740300","City of Lemon Grove","0316"," "
"240","Sunset Park","Sunset Park","6.76962630","Local","","City of La Mesa","","City of La Mesa","0316"," "
"241","Briercrest Park","Briercrest Park","3.47321581","Local","","City of La Mesa","","City of La Mesa","0316"," "
"242","Aztec Park","Aztec Park","3.89244830","Local","","City of La Mesa","","City of La Mesa","0316"," "
"243","Municipal Pool","Municipal Pool","2.84847713","Local","","City of La Mesa","","City of La Mesa","0316"," "
"244","La Mesa Golf Course","La Mesa Golf Course","12.75451356","Local","","City of La Mesa","","City of La Mesa","0316"," "
"245","MacArthur Park and Community Center","Macarthur Park And Community Center","4.58103396","Local","","City of La Mesa","","City of La Mesa","0316"," "
"246","Old Poway Park & Railroad","Old Poway Park & Railroad","4.91246899","Local","","City of Poway","","City of Poway","0216"," "
"247","Hilleary Park","Hilleary Park","10.83577150","Local","","City of Poway","","City of Poway","0216"," "
"248","Starridge Neighborhood Park","Starridge Neighborhood Park","25.86242320","Local","","City of Poway","","City of Poway","0216"," "
"249","Poway Oaks Neighborhood Park","Poway Oaks Neighborhood Park","0.43991693","Local","","City of Poway","","City of Poway","0216"," "
"250","Sycamore Creek Neighborhood Park - B","Sycamore Creek Neighborhood Park - B","0.21024353","Local","","City of Poway","","City of Poway","0216"," "
"251","Lake Poway Park","Lake Poway Park","24.57579837","Local","","City of Poway","","City of Poway","0216"," "
"252","Arbolitos Sports Fields","Arbolitos Sports Fields","5.35120748","Local","","City of Poway","","City of Poway","0216"," "
"253","Blue Sky Ecological Reserve","Blue Sky Ecological Reserve","12.45223436","Local","","City of Poway","","City of Poway","0216"," "
"254","Aubrey Park","Aubrey Park","8.29161484","Local","","City of Poway","","City of Poway","0216"," "
"255","Kumeyaay-Ipai Interpretive Center","Kumeyaay-Ipai Interpretive Center","3.96060584","Local","","City of Poway","","City of Poway","0216"," "
"256","Arbolitos Mini Park","Arbolitos Mini Park","0.92879634","Local","","City of Poway","","City of Poway","0216"," "
"257","Lakeview Park","Lakeview Park","0.59725507","Local","700 Foxhall Dr","City of San Marcos","PRK51","City of San Marcos","0216"," "
"258","Jack's Pond Park","Jack'S Pond Park","21.91222568","Local","986 La Moree Rd","City of San Marcos","PRK5","City of San Marcos","0216"," "
"259","Alder Glenn Park","Alder Glenn Park","0.40504855","Local","Park Creek Ct","City of San Marcos","PRK57","City of San Marcos","0216"," "
"260","Sage Pointe Park","Sage Pointe Park","0.13628881","Local","201 Autumn Dr","City of San Marcos","PRK58","City of San Marcos","0216"," "
"261","BISHOP, MELBA PARK","Bishop, Melba Park","18.37262735","Local","5306 N River Road","City of Oceanside","111","Parks_Active_Use","0211"," "
"262","BUCCANEER BEACH PARK","Buccaneer Beach Park","2.32325490","Local","1506 South Pacific Street","City of Oceanside","121","Parks_Active_Use","0211"," "
"263","OAK RIPARIAN PARK","Oak Riparian Park","6.45879191","Local","4625 Lake Boulevard","City of Oceanside","332","Parks_Active_Use","0211"," "
"264","Poway Community Park","Poway Community Park","14.94897726","Local","","City of Poway","","City of Poway","0216"," "
"265","Poway Skate Park","Poway Skate Park","0.78712048","Local","","City of Poway","","City of Poway","0216"," "
"266","Poway Sportsplex","Poway Sportsplex","17.74404021","Local","","City of Poway","","City of Poway","0216"," "
"267","Poway Dog Park","Poway Dog Park","1.83893877","Local","","City of Poway","","City of Poway","0216"," "
"268","Eucalyptus Park","Eucalyptus Park","6.75005460","Local","","County of San Diego","","City of La Mesa","0316"," "
"269","Collier Park","Collier Park","6.25840285","Local","","City of La Mesa","","City of La Mesa","0316"," "
"270","Rolando Park","Rolando Park","3.65635660","Local","","City of La Mesa","","City of La Mesa","0316"," "
"271","Vista La Mesa Park","Vista La Mesa Park","2.12692229","Local","","City of La Mesa","","City of La Mesa","0316"," "
"272","Junior Seau Sports Complex","Junior Seau Sports Complex","13.89308500","Local","","State","","City of La Mesa","0316"," "
"273","Sunset Park","Sunset Park","4.93043217","Local","","City of San Diego","","City of La Mesa","0316"," "
"274","Porter Park","Porter Park","1.20538062","Local","","City of La Mesa","","City of La Mesa","0316"," "
"275","","","0.19960541","Local","3225 OLIVE ST","City of Lemon Grove","4801740200","City of Lemon Grove","0316"," "
"276","","","6.39022184","Local","2271 WASHINGTON ST","City of Lemon Grove","7602345900","City of Lemon Grove","0316"," "
"277","","","0.20389668","Local","0 SCHOOL LN","City of Lemon Grove","4802710300","City of Lemon Grove","0316"," "
"278","LAKE WOHLFORD PARK","Lake Wohlford Park","615.86118553","Local","","City of Escondido","13","City of Escondido","0216"," "
"279","MOUNTAIN VIEW PARK","Mountain View Park","11.79123433","Local","","City of Escondido","15","City of Escondido","0216"," "
"280","GRAPE DAY PARK","Grape Day Park","11.79990498","Local","","City of Escondido","7","City of Escondido","0216"," "
"281","FELICITA PARK","Felicita Park","52.27351794","Local","","City of Escondido","5","City of Escondido","0216"," "
"282","WASHINGTON PARK","Washington Park","8.29203545","Local","","City of Escondido","20","City of Escondido","0216"," "
"283","ESCONDIDO BLVD POCKET","Escondido Blvd Pocket Park","0.24098920","Local","","City of Escondido","4","City of Escondido","0216"," "
"284","FRANCIS RYAN PARK","Francis Ryan Park","45.68601766","Local","","City of Escondido","6","City of Escondido","0216"," "
"285","JESMOND DENE PARK","Jesmond Dene Park","40.79032867","Local","","City of Escondido","9","City of Escondido","0216"," "
"286","WESTSIDE PARK","Westside Park","2.34500588","Local","","City of Escondido","21","City of Escondido","0216"," "
"287","EL NORTE PARK","El Norte Park","1.45308077","Local","","City of Escondido","3","City of Escondido","0216"," "
"288","DALEY RANCH PARK","Daley Ranch Park","3152.50844051","Local","","City of Escondido","2","City of Escondido","0216"," "
"289","Silverset Neighborhood Park","Silverset Neighborhood Park","10.98735348","Local","","City of Poway","","City of Poway","0216"," "
"290","La Mesita Park","La Mesita Park","10.17180226","Local","","City of La Mesa","","City of La Mesa","0316"," "
"291","Mission Trails Regional Park","Mission Trails Regional Park","451.53747418","Local","","City of San Diego","","City of La Mesa","0316"," "
"292","Northmont Park","Northmont Park","3.76259268","Local","","City of La Mesa","","City of La Mesa","0316"," "
"293","","","5.99318845","Local","0    ","City of Lemon Grove","4794601300","City of Lemon Grove","0316"," "
"294","","","1.64192660","Local","3240 MAIN ST","City of Lemon Grove","4801740100","City of Lemon Grove","0316"," "
"295","","","4.79856486","Local","7701 NICHOLS ST","City of Lemon Grove","5763921000","City of Lemon Grove","0316"," "
"296","","","0.24022639","Local","0 LEMON GROVE AVE","City of Lemon Grove","4754901600","City of Lemon Grove","0316"," "
"297","Summer Hill Park","Summer Hill Park","2.02859274","Local","Bel Esprit Cir","City of San Marcos","PRK39","City of San Marcos","0216"," "
"298","Double Peak Regional Park","Double Peak Regional Park","229.96252415","Local","900 Double Peak Dr","City of San Marcos","PRK41","City of San Marcos","0216"," "
"299","San Marcos Senior Center","San Marcos Senior Center","0.45385678","Local","Richmar Ave","City of San Marcos","PRK42","City of San Marcos","0216"," "
"300","San Marcos Community Services","San Marcos Community Services","0.82541673","Local","3 Civic Center Dr","City of San Marcos","PRK43","City of San Marcos","0216"," "
"301","Woodland Park","Woodland Park","14.67209388","Local","671 Woodland Pkwy","City of San Marcos","PRK47","City of San Marcos","0216"," "
"302","Sky Ranch Park","Sky Ranch Park","0.66227125","Local"," ","City of Santee","","City of Santee","0216"," "
"303","William Bradley Park","William Bradley Park","34.24350760","Local","1587 Linda Vista Dr","City of San Marcos","PRK1","City of San Marcos","0216"," "
"304","Cerro De Las Posas Park","Cerro De Las Posas Park","11.55066212","Local","1387 W Borden Rd","City of San Marcos","PRK2","City of San Marcos","0216"," "
"305","Hollandia Park","Hollandia Park","29.76181343","Local","12 Mission Hills Ct","City of San Marcos","PRK4","City of San Marcos","0216"," "
"306","Knob Hill Park","Knob Hill Park","2.99099569","Local","860 Avenida Ricardo","City of San Marcos","PRK6","City of San Marcos","0216"," "
"307","Montiel Park","Montiel Park","9.95594961","Local","2290 Montiel Rd","City of San Marcos","PRK7","City of San Marcos","0216"," "
"308","Walnut Grove Park","Walnut Grove Park","38.42682151","Local","2050 Sycamore Dr","City of San Marcos","PRK11","City of San Marcos","0216"," "
"309","Mission Sports Park","Mission Sports Park","14.05417792","Local","931 Bailey Ct","City of San Marcos","PRK13","City of San Marcos","0216"," "
"310","Helen Bougher Park","Helen Bougher Park","1.49966311","Local","1243 Borden Rd","City of San Marcos","PRK15","City of San Marcos","0216"," "
"311","The Laurels Park","The Laurels Park","0.78664805","Local","950 Hawthorne Ct","City of San Marcos","PRK16","City of San Marcos","0216"," "
"312","Discovery Hills Children's Park","Discovery Hills Children'S Park","0.92063250","Local","Via Vera Cruz","City of San Marcos","PRK17","City of San Marcos","0216"," "
"313","San Elijo Hills Mini Park","San Elijo Hills Mini Park","2.47515826","Local","Questhaven Rd","City of San Marcos","PRK27","City of San Marcos","0216"," "
"314","Buelow Park","Buelow Park","1.90448458","Local","300 Autumn Dr","City of San Marcos","PRK30","City of San Marcos","0216"," "
"315","Ridgeline Trailhead","Ridgeline Trailhead","1.91548486","Local","San Elijo Rd","City of San Marcos","PRK31","City of San Marcos","0216"," "
"316","Connors Park","Connors Park","4.66701174","Local","320 W San Marcos Blvd","City of San Marcos","PRK33","City of San Marcos","0216"," "
"317","Sunset Park","Sunset Park","17.63028015","Local","909 Puesta del Sol","City of San Marcos","PRK35","City of San Marcos","0216"," "
"318","Regency Hills Park","Regency Hills Park","0.95199377","Local","555 Calle Capistrano","City of San Marcos","PRK36","City of San Marcos","0216"," "
"319","Senior Center Tot lot","Senior Center Tot Lot","0.24722209","Local","111 Richmar Ave","City of San Marcos","PRK37","City of San Marcos","0216"," "
"320","Civic Center Park","Civic Center Park","0.61913005","Local","3 Civic Center Dr","City of San Marcos","PRK38","City of San Marcos","0216"," "
"321","Santa Fe Hills Park","Santa Fe Hills Park","1.00612575","Local","701 Via Barquero","City of San Marcos","PRK18","City of San Marcos","0216"," "
"322","Amigo Park","Amigo Park","0.74120594","Local","730 Camino Magnifico","City of San Marcos","PRK19","City of San Marcos","0216"," "
"323","Quail Valley Park","Quail Valley Park","1.27725991","Local","775 Avenida Leon","City of San Marcos","PRK20","City of San Marcos","0216"," "
"324","Creek View Park","Creek View Park","0.96375816","Local","1217 Corte Encanto","City of San Marcos","PRK21","City of San Marcos","0216"," "
"325","ALAMOSA PARK","Alamosa Park","6.91864047","Local","Mesa Drive and Alamosa Park Drive","City of Oceanside","73","Parks_Active_Use","0211"," "
"326","KING, MARTIN LUTHER JR PARK","King, Martin Luther Jr Park","15.44852438","Local","4300 Mesa Drive","City of Oceanside","223","Parks_Active_Use","0211"," "
"327","LAKE PARK","Lake Park","9.91121933","Local","4970 Lake Blvd","City of Oceanside","237","Parks_Active_Use","0211"," "
"328","Moonlight Park","Moonlight Park","3.30361829","Local","","State Parks","159","City of Encinitas","0216"," "
